field_id,measurement_date,soil_type,crop_type,region,season,soil_moisture_percent,soil_temperature_celsius,ph_level,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,electrical_conductivity_ds_per_m,bulk_density_g_per_cm3,rainfall_last_week_mm,avg_humidity_percent,ndvi_vegetation_index,soil_health_score,health_category,recommendations
F0879,2024-05-14,Peat,Corn,East,Spring,77.37,12.3,5.97,75.6,13.56,114.71,12.36,0.61,0.699,13.9,68.3,0.491,0.626,Good,Add lime to increase pH; Apply phosphorus fertilizer; Apply potassium fertilizer; Improve drainage
F0880,2024-08-04,Clay,Soybean,Central,Winter,37.1,5.18,6.93,41.48,32.53,189.27,3.62,0.94,1.333,9.4,84.8,0.41,0.872,Excellent,Maintain current practices
F0881,2024-06-18,Loam,Rice,South,Spring,31.8,19.88,6.86,52.76,8.41,216.25,4.62,0.42,1.524,3.3,67.6,0.603,0.938,Excellent,Apply phosphorus fertilizer
F0882,2025-01-10,Peat,Corn,South,Fall,54.58,19.0,5.38,63.12,30.15,162.76,11.96,0.82,0.675,14.5,66.9,0.206,0.731,Good,Add lime to increase pH; Improve drainage
F0883,2025-08-11,Silt,Cotton,Central,Fall,34.45,10.35,6.95,46.33,21.83,290.87,2.13,1.32,1.593,6.7,70.3,0.124,0.86,Excellent,Maintain current practices
F0884,2024-07-20,Peat,Rice,Central,Fall,62.81,8.94,5.4,30.35,5.0,130.83,12.05,1.27,0.652,6.8,70.7,0.441,0.6,Fair,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0885,2024-05-10,Silt,Rice,North,Fall,33.4,6.35,7.29,45.77,8.85,232.9,3.05,1.11,1.48,2.8,77.3,0.154,0.88,Excellent,Apply phosphorus fertilizer
F0886,2024-01-16,Sandy,Tomato,East,Fall,15.69,13.31,5.54,76.94,15.2,221.0,1.3,0.49,1.679,19.5,80.7,0.159,0.727,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0887,2024-09-02,Loam,Potato,West,Winter,28.13,5.75,6.94,41.17,27.11,189.64,4.11,1.49,1.318,14.8,72.9,0.168,0.815,Excellent,Maintain current practices
F0888,2024-02-27,Loam,Potato,Central,Spring,29.78,13.19,7.04,64.12,9.78,146.87,3.47,0.57,1.446,4.2,37.8,0.786,0.807,Excellent,Apply phosphorus fertilizer
F0889,2025-03-05,Peat,Corn,East,Summer,41.77,23.95,5.96,56.15,25.09,201.1,11.19,0.37,0.611,4.2,74.7,0.549,0.92,Excellent,Add lime to increase pH
F0890,2023-09-20,Sandy,Barley,North,Spring,15.01,9.5,6.58,45.14,14.51,110.32,2.34,0.63,1.575,29.7,50.4,0.62,0.771,Good,Apply phosphorus fertilizer; Apply potassium fertilizer; Increase irrigation
F0891,2025-04-27,Peat,Wheat,Central,Winter,80.0,4.93,5.32,47.66,29.08,157.1,12.08,1.91,0.707,29.3,75.5,0.501,0.569,Fair,Add lime to increase pH; Improve drainage
F0892,2025-03-10,Sandy,Wheat,Central,Fall,13.54,15.48,5.71,34.27,37.22,227.87,2.02,0.8,1.556,29.8,74.4,0.165,0.677,Good,Add lime to increase pH; Increase irrigation
F0893,2024-10-06,Peat,Potato,South,Fall,58.88,14.83,5.45,51.34,29.19,266.82,12.23,1.82,0.878,15.0,95.0,0.38,0.682,Good,Add lime to increase pH; Improve drainage
F0894,2025-01-26,Sandy,Barley,South,Winter,17.85,10.56,6.14,47.59,28.68,180.28,1.48,1.12,1.785,5.7,82.2,0.224,0.678,Good,Increase irrigation; Add organic compost
F0895,2025-01-27,Peat,Corn,West,Fall,59.62,13.16,5.86,51.2,18.58,257.7,11.77,0.94,0.946,20.0,88.4,0.198,0.761,Good,Add lime to increase pH; Improve drainage
F0896,2025-02-08,Clay,Soybean,Central,Summer,24.62,25.53,6.76,42.89,13.59,194.33,2.44,0.12,1.382,6.3,63.0,0.791,0.829,Excellent,Apply phosphorus fertilizer
F0897,2025-04-02,Sandy,Potato,South,Summer,13.12,29.67,6.8,52.76,38.96,177.55,0.97,1.19,1.575,36.7,70.2,0.229,0.786,Good,Increase irrigation; Add organic compost
F0898,2023-10-12,Peat,Rice,West,Fall,58.52,11.34,5.78,39.81,34.73,197.52,12.0,0.74,0.848,8.0,60.9,0.305,0.821,Excellent,Add lime to increase pH; Improve drainage
F0899,2024-05-28,Sandy,Potato,South,Spring,17.66,20.03,5.82,61.05,27.8,216.03,1.51,0.57,1.629,12.2,39.5,0.718,0.651,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0900,2025-02-12,Loam,Soybean,North,Summer,23.16,18.91,7.15,41.35,22.07,187.42,4.52,0.38,1.318,20.0,95.0,0.455,0.932,Excellent,Maintain current practices
F0901,2023-10-18,Loam,Tomato,West,Winter,30.74,8.02,7.0,69.03,23.4,259.56,3.91,0.99,1.558,12.0,58.5,0.666,0.855,Excellent,Maintain current practices
F0902,2024-05-27,Clay,Cotton,North,Fall,38.54,10.71,7.2,43.08,18.85,159.28,2.61,0.34,1.152,14.5,78.2,0.325,0.847,Excellent,Maintain current practices
F0903,2024-09-09,Peat,Rice,West,Winter,76.17,7.21,5.72,29.43,49.77,181.14,12.07,1.94,0.807,9.0,67.0,0.074,0.607,Good,Add lime to increase pH; Apply nitrogen fertilizer; Improve drainage
F0904,2024-09-20,Peat,Corn,Central,Fall,61.55,12.89,5.87,54.04,13.9,222.27,12.72,1.56,0.784,4.5,65.1,0.317,0.656,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0905,2025-01-11,Sandy,Tomato,East,Fall,13.24,13.25,5.52,61.36,28.04,241.4,2.46,1.53,1.756,2.7,39.0,0.183,0.63,Good,Add lime to increase pH; Increase irrigation
F0906,2024-11-24,Silt,Wheat,Central,Summer,14.95,24.99,6.76,75.0,23.65,231.75,2.22,0.54,1.36,3.4,83.8,0.567,0.784,Good,Increase irrigation
F0907,2024-04-04,Sandy,Soybean,North,Fall,20.57,9.76,6.14,39.32,29.9,176.68,1.64,0.95,1.661,10.3,62.1,0.305,0.699,Good,Add organic compost
F0908,2025-05-09,Sandy,Rice,South,Fall,14.46,19.68,6.03,41.08,13.42,167.63,1.68,0.4,1.602,32.1,83.0,0.478,0.676,Good,Apply phosphorus fertilizer; Increase irrigation; Add organic compost
F0909,2023-12-26,Clay,Soybean,West,Fall,33.01,14.8,7.71,42.33,29.38,209.02,4.22,1.74,1.174,18.6,67.4,0.31,0.798,Good,Add sulfur to decrease pH
F0910,2025-04-27,Silt,Potato,West,Summer,23.48,23.27,6.84,53.72,11.91,239.79,2.32,0.51,1.441,19.1,83.1,0.95,0.826,Excellent,Apply phosphorus fertilizer
F0911,2023-10-15,Sandy,Tomato,North,Summer,10.08,20.29,5.78,65.39,35.97,180.72,2.08,2.24,1.642,7.9,52.6,0.487,0.685,Good,Add lime to increase pH; Increase irrigation; Reduce soil salinity
F0912,2025-04-09,Sandy,Rice,South,Spring,25.15,22.01,6.38,46.46,20.2,148.77,1.56,0.1,1.528,7.7,69.8,0.62,0.775,Good,Add organic compost
F0913,2024-03-03,Sandy,Wheat,South,Fall,14.96,15.84,5.41,40.4,17.22,198.64,2.25,1.6,1.582,7.7,42.4,0.449,0.621,Good,Add lime to increase pH; Increase irrigation
F0914,2025-07-09,Peat,Tomato,Central,Spring,68.26,13.35,5.24,72.34,33.54,166.08,10.87,0.72,0.784,10.9,63.2,0.633,0.698,Good,Add lime to increase pH; Improve drainage
F0915,2025-05-14,Loam,Corn,South,Winter,32.43,10.83,6.67,51.11,36.04,202.37,4.61,1.9,1.436,28.2,62.3,0.552,0.964,Excellent,Maintain current practices
F0916,2024-10-25,Silt,Potato,South,Summer,19.11,30.75,7.05,61.23,16.85,194.4,2.89,1.03,1.278,11.3,63.0,0.442,0.743,Good,Increase irrigation
F0917,2025-05-31,Peat,Rice,Central,Summer,41.85,23.46,5.23,48.84,12.96,139.68,13.03,1.17,0.827,6.5,63.1,0.746,0.632,Good,Add lime to increase pH; Apply phosphorus fertilizer
F0918,2024-12-08,Peat,Barley,South,Fall,56.83,17.33,5.6,34.71,27.08,155.05,11.86,1.69,0.891,6.6,37.0,0.201,0.754,Good,Add lime to increase pH; Improve drainage
F0919,2024-09-29,Peat,Corn,South,Winter,79.04,10.81,5.12,64.34,5.0,213.36,12.47,0.58,0.829,39.2,75.5,0.163,0.603,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0920,2025-02-17,Sandy,Corn,North,Summer,8.06,23.64,6.04,57.0,25.65,146.02,1.88,0.39,1.603,9.4,69.6,0.705,0.632,Good,Increase irrigation; Add organic compost
F0921,2024-02-29,Peat,Tomato,South,Spring,72.78,22.64,5.67,72.46,30.12,198.1,12.38,0.1,0.872,1.2,59.7,0.451,0.755,Good,Add lime to increase pH; Improve drainage
F0922,2023-12-05,Silt,Wheat,Central,Spring,36.6,19.22,6.81,65.52,27.82,153.56,3.4,1.25,1.354,9.3,65.8,0.476,0.892,Excellent,Maintain current practices
F0923,2025-07-26,Silt,Rice,Central,Spring,35.33,14.84,7.08,50.12,13.57,231.45,3.06,0.71,1.373,11.3,75.8,0.803,0.864,Excellent,Apply phosphorus fertilizer
F0924,2025-08-15,Silt,Tomato,East,Spring,35.52,12.75,7.5,70.1,21.22,110.53,3.17,0.93,1.198,7.9,86.4,0.535,0.727,Good,Add sulfur to decrease pH; Apply potassium fertilizer
F0925,2024-09-25,Peat,Tomato,South,Winter,80.0,9.25,5.28,65.66,13.96,205.0,12.89,1.26,0.897,17.3,90.6,0.481,0.632,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0926,2024-05-18,Loam,Corn,West,Summer,20.21,25.23,7.03,57.96,22.06,80.0,4.4,0.48,1.511,22.6,78.4,0.916,0.88,Excellent,Apply potassium fertilizer
F0927,2025-05-05,Silt,Soybean,North,Fall,32.37,9.34,6.84,41.09,12.95,163.29,2.11,0.46,1.292,31.1,54.8,0.201,0.816,Excellent,Apply phosphorus fertilizer
F0928,2023-09-06,Peat,Tomato,East,Summer,39.42,23.79,4.87,69.65,16.3,183.17,11.52,0.9,0.786,5.1,89.3,0.608,0.702,Good,Add lime to increase pH
F0929,2024-09-19,Clay,Corn,Central,Spring,33.09,17.7,7.42,70.17,20.14,197.11,3.15,0.97,1.203,6.5,41.4,0.785,0.817,Excellent,Maintain current practices
F0930,2023-12-19,Sandy,Cotton,West,Fall,13.53,14.33,6.22,60.93,27.51,144.37,1.83,2.64,1.735,14.3,76.1,0.232,0.601,Good,Increase irrigation; Add organic compost; Reduce soil salinity
F0931,2024-05-25,Sandy,Tomato,Central,Fall,15.21,10.36,5.68,54.24,44.88,185.44,1.98,0.27,1.675,1.1,74.0,0.411,0.691,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0932,2025-05-19,Peat,Tomato,Central,Fall,64.16,10.73,5.92,63.54,10.69,150.08,11.11,1.83,0.798,2.4,54.3,0.552,0.687,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0933,2025-03-19,Loam,Tomato,South,Winter,31.62,9.2,6.35,49.56,35.28,161.04,4.21,0.1,1.477,3.6,85.1,0.265,0.932,Excellent,Maintain current practices
F0934,2025-03-26,Peat,Potato,South,Fall,59.05,21.11,5.84,49.36,26.6,237.79,12.29,2.3,0.581,13.1,40.6,0.305,0.819,Excellent,Add lime to increase pH; Improve drainage; Reduce soil salinity
F0935,2025-04-14,Peat,Potato,East,Fall,65.35,12.15,6.24,47.75,23.28,214.63,11.82,0.89,0.823,20.7,54.6,0.43,0.806,Excellent,Improve drainage
F0936,2024-04-23,Loam,Tomato,South,Spring,34.41,21.82,7.13,66.65,31.43,258.74,3.86,2.62,1.345,10.1,59.7,0.456,0.867,Excellent,Reduce soil salinity
F0937,2025-02-02,Silt,Rice,North,Summer,18.94,19.02,6.72,41.99,29.17,226.09,2.26,1.08,1.405,5.1,47.3,0.694,0.764,Good,Increase irrigation
F0938,2024-02-12,Silt,Cotton,Central,Spring,32.85,16.6,6.82,57.47,7.24,217.86,3.41,0.84,1.197,12.8,84.7,0.494,0.882,Excellent,Apply phosphorus fertilizer
F0939,2024-12-26,Silt,Wheat,North,Summer,22.69,22.78,7.08,57.01,27.18,177.92,3.76,0.24,1.425,13.9,63.6,0.32,0.874,Excellent,Maintain current practices
F0940,2024-05-27,Peat,Tomato,North,Spring,69.03,10.54,5.13,68.18,20.23,84.9,12.35,1.29,0.78,8.0,70.7,0.57,0.487,Fair,Add lime to increase pH; Apply potassium fertilizer; Improve drainage
F0941,2024-09-28,Sandy,Cotton,North,Spring,16.51,9.63,6.62,60.47,30.93,205.41,1.96,0.59,1.546,8.6,47.9,0.645,0.793,Good,Increase irrigation; Add organic compost
F0942,2024-02-27,Silt,Barley,Central,Spring,36.43,12.59,6.91,45.2,30.32,181.64,2.68,0.73,1.309,5.3,64.1,0.488,0.771,Good,Maintain current practices
F0943,2025-07-04,Silt,Potato,North,Summer,26.6,24.51,6.82,55.28,8.82,116.3,2.44,0.81,1.339,4.1,71.6,0.649,0.809,Excellent,Apply phosphorus fertilizer; Apply potassium fertilizer
F0944,2025-05-06,Peat,Barley,South,Spring,70.72,16.31,5.86,51.11,5.0,262.81,11.76,0.42,0.708,9.6,54.4,0.892,0.693,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0945,2025-07-22,Peat,Soybean,Central,Summer,42.86,24.47,5.41,33.66,25.67,148.43,12.22,0.95,0.875,8.8,95.0,0.796,0.811,Excellent,Add lime to increase pH
F0946,2024-02-09,Clay,Cotton,South,Spring,41.08,20.46,6.8,63.99,27.2,180.94,4.01,0.27,1.463,10.4,31.5,0.622,0.896,Excellent,Maintain current practices
F0947,2025-07-17,Clay,Barley,West,Fall,40.35,13.26,7.19,53.71,26.18,225.48,3.04,0.71,1.334,9.6,50.2,0.238,0.828,Excellent,Maintain current practices
F0948,2025-02-12,Silt,Tomato,Central,Summer,21.14,27.56,7.46,65.15,25.89,206.97,3.76,1.39,1.379,8.5,67.4,0.819,0.808,Excellent,Maintain current practices
F0949,2025-03-26,Clay,Corn,North,Fall,35.39,8.51,6.51,55.16,27.41,159.5,2.92,0.38,1.098,15.3,77.8,0.201,0.812,Excellent,Maintain current practices
F0950,2024-04-19,Peat,Cotton,East,Fall,58.61,13.41,5.79,49.22,24.35,198.57,12.28,1.85,0.672,6.1,65.1,0.293,0.704,Good,Add lime to increase pH; Improve drainage
F0951,2025-04-11,Peat,Soybean,West,Winter,73.54,2.81,5.46,31.55,19.59,232.9,11.57,2.12,0.861,8.9,66.4,0.24,0.46,Fair,Add lime to increase pH; Improve drainage; Reduce soil salinity
F0952,2025-01-31,Clay,Barley,South,Winter,41.17,11.55,7.81,49.22,27.59,179.15,4.34,3.13,1.241,6.3,64.6,0.498,0.754,Good,Add sulfur to decrease pH; Reduce soil salinity
F0953,2024-08-14,Clay,Corn,Central,Fall,35.55,8.42,6.97,52.64,26.66,164.06,2.98,0.42,1.258,11.6,30.0,0.222,0.808,Excellent,Maintain current practices
F0954,2025-08-11,Clay,Barley,Central,Fall,36.05,18.57,7.41,63.89,29.55,154.8,3.67,2.59,1.483,9.8,54.2,0.533,0.794,Good,Reduce soil salinity
F0955,2024-05-07,Silt,Tomato,Central,Winter,37.0,5.72,7.13,60.65,26.43,173.05,3.5,1.4,1.402,6.7,67.2,0.204,0.845,Excellent,Maintain current practices
F0956,2025-01-06,Loam,Potato,West,Spring,29.01,18.76,6.9,55.08,26.85,232.6,3.92,1.12,1.393,13.1,71.1,0.459,0.842,Excellent,Maintain current practices
F0957,2025-06-10,Clay,Barley,North,Winter,41.63,-0.34,7.38,30.75,22.62,204.73,3.71,0.61,1.313,2.9,95.0,0.225,0.78,Good,Maintain current practices
F0958,2024-08-27,Sandy,Soybean,East,Winter,15.5,3.38,6.57,30.82,40.35,130.27,1.27,0.63,1.594,5.9,79.9,0.252,0.649,Good,Increase irrigation; Add organic compost
F0959,2024-06-21,Peat,Wheat,East,Summer,39.34,27.06,4.95,66.94,22.26,149.1,12.37,2.21,0.843,3.3,81.3,0.343,0.699,Good,Add lime to increase pH; Reduce soil salinity
F0960,2025-03-21,Clay,Tomato,East,Spring,39.27,17.45,7.08,78.76,29.29,145.51,3.21,1.98,1.222,1.2,91.4,0.483,0.749,Good,Maintain current practices
F0961,2024-04-11,Sandy,Potato,East,Fall,15.86,10.31,5.76,40.49,24.38,217.75,2.55,0.45,1.595,5.9,81.3,0.192,0.676,Good,Add lime to increase pH; Increase irrigation
F0962,2025-01-23,Peat,Barley,South,Summer,39.77,29.9,5.67,55.76,17.45,140.41,11.54,0.76,0.779,7.8,49.2,0.535,0.828,Excellent,Add lime to increase pH
F0963,2024-03-30,Sandy,Soybean,South,Fall,13.32,18.34,5.78,49.66,27.76,155.2,1.51,0.54,1.479,13.7,64.8,0.259,0.603,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0964,2024-02-07,Sandy,Soybean,South,Fall,13.8,16.8,5.81,40.49,32.36,176.86,1.92,0.1,1.558,11.8,75.0,0.189,0.818,Excellent,Add lime to increase pH; Increase irrigation; Add organic compost
F0965,2025-05-21,Clay,Corn,North,Winter,50.96,2.94,7.54,37.19,18.7,161.2,3.38,0.56,1.247,7.6,73.2,0.54,0.672,Good,Add sulfur to decrease pH; Improve drainage
F0966,2025-05-28,Clay,Wheat,West,Fall,32.39,8.64,7.11,52.21,20.11,265.74,3.37,0.93,1.164,22.3,67.1,0.504,0.802,Excellent,Maintain current practices
F0967,2025-01-15,Loam,Potato,Central,Fall,25.48,13.13,6.93,41.08,5.86,193.88,4.12,0.52,1.398,6.0,45.2,0.01,0.787,Good,Apply phosphorus fertilizer
F0968,2025-04-13,Sandy,Barley,West,Summer,17.68,28.45,6.06,48.95,23.02,226.69,1.55,1.26,1.565,8.9,75.1,0.787,0.674,Good,Increase irrigation; Add organic compost
F0969,2025-01-02,Sandy,Wheat,Central,Winter,22.67,4.37,6.03,58.08,16.66,188.13,2.02,1.22,1.653,8.1,45.6,0.519,0.784,Good,Maintain current practices
F0970,2024-10-08,Peat,Wheat,Central,Fall,65.7,8.82,5.24,56.94,9.98,115.74,11.76,0.96,0.959,15.2,60.6,0.366,0.621,Good,Add lime to increase pH; Apply phosphorus fertilizer; Apply potassium fertilizer; Improve drainage
F0971,2024-07-20,Sandy,Potato,North,Winter,13.63,0.16,6.43,49.5,22.42,224.73,1.23,0.7,1.544,9.6,44.0,0.327,0.651,Good,Increase irrigation; Add organic compost
F0972,2025-04-17,Clay,Wheat,South,Winter,46.0,12.75,7.12,35.63,23.98,146.72,3.8,0.74,1.471,11.7,76.6,0.407,0.761,Good,Maintain current practices
F0973,2024-03-10,Clay,Cotton,East,Fall,35.1,11.28,7.43,61.46,31.39,216.88,3.96,1.24,1.23,6.2,74.2,0.32,0.894,Excellent,Maintain current practices
F0974,2024-12-26,Peat,Barley,South,Fall,61.56,14.96,5.26,47.36,25.58,222.41,11.84,1.41,0.625,7.2,66.1,0.327,0.696,Good,Add lime to increase pH; Improve drainage
F0975,2025-01-23,Peat,Cotton,East,Summer,44.97,26.15,5.64,60.55,39.85,238.59,12.46,1.42,0.74,27.1,60.2,0.687,0.914,Excellent,Add lime to increase pH
F0976,2024-09-08,Silt,Soybean,West,Fall,29.59,16.03,7.27,38.55,28.84,198.41,2.65,1.12,1.332,16.1,52.7,0.283,0.775,Good,Maintain current practices
F0977,2025-04-08,Silt,Barley,West,Summer,22.94,29.38,7.4,53.09,33.67,157.5,2.92,0.28,1.471,12.8,68.9,0.274,0.771,Good,Maintain current practices
F0978,2024-04-29,Sandy,Soybean,North,Fall,13.05,6.35,5.69,36.64,30.28,97.42,1.53,0.86,1.614,4.3,63.2,0.233,0.577,Fair,Add lime to increase pH; Apply potassium fertilizer; Increase irrigation; Add organic compost
F0979,2024-01-28,Peat,Tomato,West,Summer,42.82,25.47,4.98,72.18,15.09,114.15,12.06,0.73,0.713,14.9,73.8,0.359,0.783,Good,Add lime to increase pH; Apply potassium fertilizer
F0980,2024-11-05,Sandy,Potato,North,Summer,12.17,20.1,6.0,59.03,24.69,251.72,0.83,0.2,1.733,4.5,60.7,0.661,0.666,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0981,2025-01-11,Silt,Rice,Central,Fall,32.22,14.21,6.72,37.7,23.99,237.02,2.59,1.76,1.203,11.9,69.3,0.225,0.759,Good,Maintain current practices
F0982,2024-10-12,Loam,Barley,Central,Spring,35.12,13.92,7.0,59.27,31.45,203.97,4.54,1.72,1.404,10.4,80.4,0.435,0.891,Excellent,Maintain current practices
F0983,2024-05-18,Clay,Rice,North,Summer,25.78,25.02,6.85,54.35,22.14,153.05,3.04,0.48,1.35,21.6,48.2,0.665,0.776,Good,Maintain current practices
F0984,2024-05-24,Silt,Corn,West,Fall,34.52,14.68,7.23,64.25,32.75,174.96,3.36,0.13,1.495,10.1,91.6,0.403,0.922,Excellent,Maintain current practices
F0985,2024-08-18,Loam,Cotton,Central,Fall,20.29,10.13,7.23,57.68,28.97,169.42,4.34,2.53,1.39,4.7,75.6,0.529,0.852,Excellent,Reduce soil salinity
F0986,2025-07-27,Clay,Tomato,North,Fall,32.96,8.38,6.9,68.53,22.99,170.46,3.92,0.15,1.397,2.5,49.8,0.324,0.877,Excellent,Maintain current practices
F0987,2024-06-18,Peat,Soybean,Central,Summer,40.54,25.39,5.35,52.14,23.88,221.87,11.62,0.42,0.634,21.6,68.7,0.467,0.82,Excellent,Add lime to increase pH
F0988,2024-12-01,Loam,Cotton,Central,Winter,29.5,5.83,7.34,40.43,30.5,221.95,3.75,1.15,1.395,3.9,56.0,0.31,0.752,Good,Maintain current practices
F0989,2024-12-18,Clay,Tomato,Central,Fall,32.55,14.5,7.16,56.18,26.38,209.46,4.16,0.57,1.257,26.5,50.8,0.276,0.993,Excellent,Maintain current practices
F0990,2025-06-08,Sandy,Rice,East,Winter,16.82,2.22,5.97,49.12,21.18,155.34,2.31,1.38,1.514,3.1,81.2,0.404,0.586,Fair,Add lime to increase pH; Increase irrigation
F0991,2024-02-13,Peat,Tomato,North,Spring,72.05,8.04,5.14,67.98,14.86,268.73,12.43,2.06,0.786,18.4,65.3,0.463,0.567,Fair,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage; Reduce soil salinity
F0992,2025-06-30,Loam,Soybean,East,Fall,25.78,12.75,6.5,37.87,15.23,180.55,3.48,2.02,1.306,5.5,47.8,0.114,0.802,Excellent,Reduce soil salinity
F0993,2024-06-04,Loam,Barley,Central,Winter,35.51,6.81,7.22,55.99,32.66,159.88,4.28,1.32,1.326,12.1,61.5,0.074,0.881,Excellent,Maintain current practices
F0994,2024-10-28,Silt,Cotton,Central,Winter,36.25,2.02,6.62,52.61,35.89,181.56,3.11,1.85,1.196,7.8,66.7,0.177,0.839,Excellent,Maintain current practices
F0995,2024-04-28,Sandy,Rice,North,Summer,15.45,23.72,5.85,37.27,11.54,232.64,1.32,0.64,1.678,15.2,84.8,0.358,0.707,Good,Add lime to increase pH; Apply phosphorus fertilizer; Increase irrigation; Add organic compost
F0996,2024-10-11,Loam,Corn,South,Summer,16.74,27.7,6.73,60.22,28.53,154.07,3.24,0.7,1.264,28.1,75.5,0.568,0.845,Excellent,Increase irrigation
F0997,2025-03-15,Clay,Corn,North,Winter,47.54,-0.32,7.18,28.36,26.98,167.97,3.01,1.05,1.329,20.0,45.0,0.201,0.792,Good,Apply nitrogen fertilizer
F0998,2023-12-16,Clay,Wheat,West,Spring,42.19,13.24,6.66,55.3,31.9,115.3,3.72,2.02,1.489,10.0,89.5,0.514,0.76,Good,Apply potassium fertilizer; Reduce soil salinity
F0999,2024-07-13,Loam,Rice,North,Winter,31.73,5.02,7.46,41.0,32.98,181.73,3.68,2.2,1.572,2.5,92.4,0.635,0.8,Excellent,Reduce soil salinity
F1000,2025-06-03,Sandy,Soybean,East,Winter,17.07,1.27,6.67,31.48,34.08,150.35,2.57,0.46,1.481,5.7,34.9,0.394,0.76,Good,Increase irrigation
F1001,2023-09-30,Sandy,Rice,Central,Summer,8.5,23.83,6.61,49.8,9.13,159.19,1.85,2.68,1.568,12.8,95.0,0.595,0.701,Good,Apply phosphorus fertilizer; Increase irrigation; Add organic compost; Reduce soil salinity
F1002,2024-12-22,Clay,Cotton,East,Winter,42.03,0.2,6.78,24.0,41.9,188.58,3.04,1.16,1.319,4.0,69.7,0.424,0.826,Excellent,Apply nitrogen fertilizer
F1003,2024-01-17,Peat,Barley,Central,Winter,78.3,9.36,5.37,34.8,28.34,153.0,12.25,0.4,0.689,7.6,82.6,0.142,0.598,Fair,Add lime to increase pH; Improve drainage
F1004,2025-06-08,Peat,Rice,Central,Winter,79.73,6.88,5.87,34.02,29.77,161.36,11.7,1.88,0.745,3.7,46.5,0.342,0.596,Fair,Add lime to increase pH; Improve drainage
F1005,2024-08-21,Peat,Tomato,Central,Fall,63.29,9.11,5.39,62.9,25.43,210.52,11.24,2.42,0.787,2.5,56.5,0.15,0.787,Good,Add lime to increase pH; Improve drainage; Reduce soil salinity
F1006,2024-07-12,Silt,Soybean,North,Winter,40.74,1.97,6.84,37.56,28.32,189.06,3.53,0.39,1.395,1.3,84.5,0.289,0.866,Excellent,Maintain current practices
F1007,2024-07-07,Loam,Tomato,East,Summer,18.26,24.89,7.22,80.93,21.81,114.18,4.17,0.29,1.402,2.7,52.5,0.703,0.86,Excellent,Apply potassium fertilizer; Increase irrigation
F1008,2024-08-18,Clay,Wheat,Central,Summer,27.72,25.78,7.36,65.48,23.92,204.2,2.97,0.89,1.416,7.4,73.0,0.601,0.835,Excellent,Maintain current practices
F1009,2025-08-05,Loam,Potato,Central,Spring,31.02,13.95,6.95,63.84,36.72,192.73,3.92,0.77,1.286,26.1,71.6,0.16,0.983,Excellent,Maintain current practices
F1010,2024-11-14,Silt,Potato,East,Spring,39.08,14.42,6.64,50.9,18.93,232.64,2.78,1.56,1.338,5.6,84.4,0.577,0.811,Excellent,Maintain current practices
F1011,2024-03-12,Loam,Soybean,North,Fall,30.42,8.74,6.74,44.65,25.1,192.8,4.7,0.83,1.479,1.4,59.6,0.311,0.813,Excellent,Maintain current practices
F1012,2024-02-15,Silt,Tomato,West,Summer,24.58,24.49,6.68,68.5,10.66,198.7,3.18,0.56,1.277,3.8,58.9,0.371,0.872,Excellent,Apply phosphorus fertilizer
F1013,2023-11-21,Silt,Tomato,South,Fall,28.99,18.09,7.37,70.13,16.82,192.38,3.56,1.37,1.43,17.7,52.4,0.396,0.853,Excellent,Maintain current practices
F1014,2024-06-18,Silt,Soybean,Central,Fall,29.67,14.63,7.15,37.57,17.52,195.84,3.99,0.22,1.37,3.6,65.2,0.363,0.854,Excellent,Maintain current practices
F1015,2023-11-10,Peat,Barley,West,Summer,45.66,23.9,5.35,53.97,34.37,179.45,11.61,0.7,0.763,6.4,61.6,0.535,0.713,Good,Add lime to increase pH
F1016,2025-06-14,Sandy,Rice,East,Spring,18.9,16.35,6.45,54.88,31.47,191.84,0.92,1.03,1.69,8.9,73.5,0.581,0.834,Excellent,Increase irrigation; Add organic compost
F1017,2024-03-11,Silt,Potato,East,Winter,41.55,5.68,7.14,48.49,25.13,93.19,2.54,0.53,1.395,4.6,38.1,0.203,0.767,Good,Apply potassium fertilizer
F1018,2025-03-01,Loam,Wheat,South,Spring,31.36,18.71,6.63,48.56,21.88,177.95,4.86,0.34,1.35,6.9,91.3,0.415,0.983,Excellent,Maintain current practices
F1019,2024-06-02,Clay,Rice,North,Fall,33.57,7.18,7.6,40.65,25.35,168.92,3.21,0.72,0.977,17.0,46.4,0.156,0.802,Excellent,Add sulfur to decrease pH
